description,url,localisation,prix,agence,titre,infos
"appartement sur deux niveaux : 80 m2 loi carrez, 90 m2 pondere.rez de chaussee et premier etage, traversant et expose au sud. ce bien a ete entierement repenser et rehabilite en 2011 par architecte et artiste.au premier etage : l'entree principale :52 m2 comprenant une cuisine americaine equipee, une chambre, un salon donnant sur terrasse au sud et sur cour, une piece servant d'atelier et une salle de bain avec toilettes. au rez de chaussee une grande piece (sans lumiere directe) et un petit espace bureau, une chambre en mezzanine et une salle d'eau.une autre entree sur la cour de l 'mmeuble. cet appartement est lumineux et calme. utilisation de materiaux de qualite tels que le teck, carreaux de ciments ou pates de verre. pas serieux et professionnels de l'immobilier s'abstenir.",http://www.paruvendu.fr/immobilier/prestige/comme-une-maison/particulier/1202782975A1KIVHAP000,,900000,annonce de particulier - paris (75017),vente appartement 5 pieces 90 m2 environ paris 17 (75017),"nombre de pieces : 5, surface : 90m"
la partement ce al/dresse suivante aux 42 rue jouffroy d/abbans a paris 75017 la vente et comprix avec tout lesmeubles et telvisoin cuisinne equipee toute electrique avec petite terasse de 9a 10 metre carree commerce et trensport a cote immeuble et hausmaniene,http://www.paruvendu.fr/immobilier/vente/ces-un-rdc-de-40-metre-care-hauteure-de-plafont-4-mertres/particulier/1203623743A1KIVHAP000,,320000,annonce de particulier - paris (75017),vente appartement 1 piece 40 m2 carrez paris 17 (75017),"nombre de pieces : 1, surface : 40m, - surface loi carrez en m2 : 40"
"arnaud, votre conseiller independant dr house immo, a votre ecoute au 0678134689 vous propose appartement de 108m2 avec terrasse secteur etoile accaciasbel appartement de 5 pieces au 6eme etage, ensoleille, double exposition.terrasse avec vue panoramique sur paris. 3 chambres (possibilite 4), salon, salle a manger, 1 salle d'eau, 1 salle de bain, 1 cave",http://www.paruvendu.fr/immobilier/prestige/appartement/appartement-avec-terrasse-etoile-accacias/1204879247A1KIVHAP000,,1320000,dr house,vente appartement 5 pieces 108 m2 environ paris 17 (75017),"nombre de pieces : 5, surface : 108m, balcon / terrasse, emission de gaz a effet de serre : 50 kgeq/m2.an, consommation energetique : 50 kwh/m2 an"
"au cur dune des rues les plus agreables et commercantes du 17eme, au 2eme etage dun bel immeuble ancien, magnifique 4 pieces en parfait etat avec splendide double sejour donnant sur rue tres calme. 2 grandes chambres sur cour, 3eme chambre possible. tres lumineux, cet appartement d'environ 75 m2 beneficie dun beau parquet, dune cheminee et de moulures. belle hauteur sous plafond. un cave complete ce bien. nombreuses possibilites de parking a proximite. metro : lignes 2 et 3. transilien ligne l (pour la defense notamment) a 5/10 mn a pied. a voir tres rapidement compte tenu de lemplacement. contactez votre agent local stanislas bresson a garches agent commercial, conseiller en immobilier sas optimhome au 06 70 30 33 57 - plus d'informations sur http://www.bresson.optimhome.com (ref. 830030979243 / 268408)nom du negociateur : bressonstanislas statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/appartement/paris-75017/1196359260A1KIVHAP000,,795000,optimhome,vente appartement 4 pieces 75 m2 environ paris 17 (75017),"nombre de pieces : 4, surface : 75m, parking / garage, - nombre de chambre(s) : 2, - etage : 2, emission de gaz a effet de serre : 60 kgeq/m2.an, consommation energetique : 258 kwh/m2 an"
"paris 17eme, au cur des batignolles  a moins de 5mn a pied de la rue commercante des batignolles et de la mairie du 17eme, bel appartement ancien (parquet, moulure, cheminee) en bon etat avec un grand sejour et une belle chambre. possibilite dune 2eme chambre. calme absolu pour toutes les pieces. une cave complete ce bien. libre a partir de la 1ere quinzaine de janvier 2015. contactez votre agent local stanislas bresson a garches agent commercial, conseiller en immobilier sas optimhome au 06 70 30 33 57 - plus d'informations sur http://www.bresson.optimhome.com (ref. 830030706447 / 271993)nom du negociateur : bressonstanislas statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75017/1197139077A1KIVHAP000,,435000,optimhome,vente appartement 3 pieces 50 m2 environ paris 17 (75017),"nombre de pieces : 3, surface : 50m, - nombre de chambre(s) : 1, - etage : 1, - cave, emission de gaz a effet de serre : 48 kgeq/m2.an, consommation energetique : 208 kwh/m2 an"
"arnaud, votre conseiller independant dr house immo, a votre ecoute au 0678134689 vous propose immeuble pierre de taille. appartement de 52m2 au 6e etage, 2 pieces avec sejour, et cuisine us.1 belle chambre, 1 salle de bain. appartement lumineux, calme, parquet, double vitrage. 1 cavepossibilite d'acquerir 10/15m2 de combles en susbeaucoup de charme.. honoraires : 3.57% du prix de vente.",http://www.paruvendu.fr/immobilier/vente/appartement/appartement-quartier-wagram/1204253701A1KIVHAP000,,435000,dr house,vente appartement 2 pieces 52 m2 environ paris 17 (75017),"nombre de pieces : 2, surface : 52m, emission de gaz a effet de serre : 21 kgeq/m2.an, consommation energetique : 450 kwh/m2 an"
"i@d france - marc-antoine fieschi (06 09 70 11 41 ou 06 14 17 85 67) vous propose : frais de notaire reduits : beau 3 pieces situe au 1er etage d'une superbe residence securisee, livree recemment - vaste sejour de 38 m2 environ avec cuisine ouverte, 1 chambre, une salle de bain moderne. dressing. un parking complete ce lot. l'espace est optimise, la construction tres recente vous assure les dernieres normes dhabitat responsable nouvelle generation, et le label plan climat paris, batiment basse consommation, nf logement : economies d'energie = economies sur votre consommation. les energies renouvelables sont privilegie au travers de la production d'eau chaude par des capteurs solaires en toiture. la residence se situe au coeur du quartier des batignolles et en bordure du parc et des commerces. nous sommes a votre disposition pour tous renseignements complementaires et/ou visite, 7j/7.la presente annonce immobiliere vise 1 lot principal situe dans une copropriete formant 80 lots au total ne faisant l'objet d'aucune procedure en cours et d'un montant de charges denviron 150  par mois (soit 1800  annuel) declare par le vendeur.le prix de vente est exprime frais dagence inclus (f.a.i.) dont la valeur est equivalente a 2,94% ttc du prix de vente. bien non soumis au dpe. la presente annonce immobiliere a ete redigee sous la responsabilite editoriale de m. marc-antoine fieschi (id 157), agent commercial mandataire en immobilier immatricule au registre special des honoraire a la charge de l'acquereur : non bien en copropriete : oui nombre de lots de la copropriete : 160 montant moyen des charges annuelles : 1800 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/prestige/appartement/vente-appartement-2-pieces/1204912978A1KIVHAP000,,680000,i@d france,vente appartement 2 pieces 70 m2 environ paris 17 (75017),"nombre de pieces : 2, surface : 70m, parking / garage, - nombre de chambre(s) : 1, - etage : 1"
"2 pieces de 50,68 m2, dans un immeuble de standing cogedim de 1989. situe entre les metros bercy et cour saint-emilion (lignes 14 et 6). parc de bercy a moins de 100 metres. ecoles maternelle et primaire a 200 metres.ravalement fait en 2006.entierement carrele sauf la chambre (parquet flottant chene).sejour et chambre refaits a neuf (murs et plafonds).grand placard dans l'entree.cuisine integree : meubles hauts et bas des 2 cotes, plaque vitroceramiques 2 feux, evier 2 bacs. emplacement pour four et frigo. installation pour le lave-linge dans la salle de bains. chauffe-eau dans les wc. porte blindee avec serrure 5 points.terrasse de 7 m2. grande cave avec porte renforcee.1 place de parking boxable en sous-sol.charges : 350 euros/trimestre, taxe fonciere : 720 euros. chauffage individuel electrique.pas d'agences svp.",http://www.paruvendu.fr/immobilier/vente/2-pieces-50m2-m-bercy-cour-st-emilion/particulier/1197221638A1KIVHAP000,,440000,annonce de particulier - paris (75012),vente appartement 2 pieces 51 m2 carrez paris 12 (75012),"nombre de pieces : 2, surface : 51m, balcon / terrasse, - surface loi carrez en m2 : 51, emission de gaz a effet de serre : 8 kgeq/m2.an, consommation energetique : 235 kwh/m2 an"
"a vendre paris 12 / appt 42m2 298 000 euros paris 12eme, situe au premier etage d'une residence avec interphone, ascenseur et gardien, grand t1 de 42,6 m2 loi carrez, en tres bon etat, possibilite 2 pieces, comprenant : - entree spacieuse avec rangements - grande piece a vivre de 30m2 avec coin chambre, parquet et fenetres a volet roulant - cuisine independante avec lavabo, plan de travail, rangements et fenetre - salle de bain avec baignoire, wc et lavabo - eau chaude et chauffage collectifs - installation electrique aux normes (dpe en cours)immeuble bien entretenu, pas de travaux a prevoir dans la coproprieteproche tous commerces : alimentation, bazar, pret a porter, bars et brasseries...l'appartement est situe a 2 mn a pieds du metro reuilly-diderot (lignes 1 et 8), 7 mn du metro nation (lignes 1, 2, 6, 9, rer a) a proximite de bastille, gare de lyon, daumesnil, marche d'aligre, coulee verte..taxe habitation: 252 / antaxe fonciere: 598 / ancharges copropriete: 237 / moispossibilite de parking en sus prix: 298 000 a saisir!pour toutes demandes de visite, merci de me contacter par mail ou au 06 41 11 21 40 .(agences immobilieres s'abstenir. d'avance merci)",http://www.paruvendu.fr/immobilier/vente/paris-12-appt-1-2pcs-42-6m2-298000/particulier/1204265045A1KIVHAP000,,298000,annonce de particulier - paris (75012),vente appartement 1 piece 43 m2 carrez paris 12 (75012),"nombre de pieces : 1, surface : 43m, ascenseur handicape, - surface loi carrez en m2 : 43"
"a vendre paris 14eme arrondissement appartement f3 de 71 m2. ce beau f3 tres clair au 5eme etage, vous seduira par sa situation a 150 m de la place et metro alesia, vous permettra dacceder rapidement a vos commerces, transports, ecoles. son entree, dessert un grand sejour a vivre avec sa cuisine americaine, deux chambres, les wc independants et la salle deau. ses beaux volumes permettront a chacun de trouver sa place dans leurs activites quotidiennes en toute quietude. venez decouvrir ces nombreux atouts qui enrichiront votre cadre de vie. nombre de lots de la copropriete : , montant moyen annuel quote part budget previsionnel : 3600 , , . reseau immobilier capifrance - votre agent commercial jerome depaepe 06 15 56 03 98 - voir photos (ref.383305) sur www.capifrance.frnom du negociateur : depaepejerome bien en copropriete : 1 montant moyen des charges annuelles : 3600 euros procedure sur le syndicat des coproprietaires : 0 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75014/1203780058A1KIVHAP000,,545000,sas capi,vente appartement 3 pieces 71 m2 environ paris 14 (75014),"nombre de pieces : 3, surface : 71m, - nombre de chambre(s) : 2, emission de gaz a effet de serre : 50 kgeq/m2.an, consommation energetique : 223 kwh/m2 an"
"gif sur yvette -91190 -appartement tres lumineux de 78m2, situe au 3eme etage cote sud dans residence calme et arboree a 6 minutes a pied du rer.cette appartement comprend : entree, salon, salle a manger, cuisine equipe avec grand plan de travail, 2 chambres (possibilite 3), salle de bains, wc separe, buanderie, double vitrage, petitbalcon ,nombreux placards.2 places de parking privees, 1 cave privee, local a velo et poussette et 2 aires de jeux pour enfants.residence a proximite du centre-ville (moins de 8 minutes a pied), ecoles, commerces.pas de travaux a prevoir, ideal pour famille !rer b : gif sur yvette, la hacquiniere",http://www.paruvendu.fr/immobilier/vente/bel-appartement-78m2-proche-rer-35-de-paris-sud-en-rer-b/particulier/1204834189A1KIVHAP000,,236000,annonce de particulier - gif sur yvette (91190),vente appartement 3/4 pieces 78 m2 carrez paris 14 (75014),"nombre de pieces : 3/4, surface : 78m, balcon / terrasse, - surface loi carrez en m2 : 78, emission de gaz a effet de serre : 70 kgeq/m2.an, consommation energetique : 250 kwh/m2 an"
"nos honoraires : 1%, 2%, 3% !!* denfert-rochereau / saint-jacques, charmant t2 de 42 m2 tres fonctionnel facilement amenageable. situe dans une rue tranquille a deux pas des commerces et transports, ce bien de caractere saura vous seduire par son sejour de 21 m2 disposant de deux grandes fenetres en double vitrage et sa chambre de 12m2 donnant sur une cour verdoyante. votre agence 123webimmo.com.",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75014/1204848155A1KIVHAP000,,309900,reseau 123webimmo.com,vente appartement 2 pieces 42 m2 environ a 14eme denfert-rochereau (75014),"nombre de pieces : 2, surface : 42m, - nombre de chambre(s) : 1, emission de gaz a effet de serre : 10 kgeq/m2.an, consommation energetique : 334 kwh/m2 an"
"i@d france - stephanie foulquier (06 87 73 13 00) vous propose : jean moulin / porte dorleans : dans un immeuble ancien, appartement familial lumineux et bien agence, au 5e etage avec ascenseur. il se compose dune entree distribuant : un double sejour, une salle a manger ou chambre, une cuisine separee equipee, une suite parentale avec acces a la salle deau + wc, 2 chambres avec 1 salle de bain commune dediee, dun wc separe et de 2 cagibis / rangements + 1 chambre de service de 9m2 environ + 1 grande cave + possibilite de parking. les + : vue degagee, traversant, clair, rangements, parquet, double vitrage, fenetres dans toutes les pieces  dispo 7/7.la presente annonce immobiliere vise 1 lot principal situe dans une copropriete formant 48 lots au total ne faisant l'objet d'aucune procedure en cours et d'un montant de charges denviron 316.67  par mois (soit 3800  annuel) declare par le vendeur.le prix de vente est exprime frais dagence inclus (f.a.i.) dont la valeur est equivalente a 3,57% ttc du prix de vente. information d'affichage energetique sur ce bien : dpe d indice 177 et ges e indice 41. la presente annonce immobiliere a ete redigee sous la responsabilite editoriale de mme stephanie foulquier (id 13405), agent commercial mandataire en immobilier immatricule au registre special des agents commerciaux (rsac) du tribunal de commerce de paris sous le numero 524 400 785retrouvez tous nos biens sur notre site internet www.iadfrance.com honoraire a la charge de l'acquereur : non bien en copropriete : oui nombre de lots de la copropriete : 48 montant moyen des charges annuelles : 3800 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/prestige/appartement/vente-appartement-6-pieces/1204877303A1KIVHAP000,,840000,i@d france,vente appartement 6 pieces 106 m2 environ paris 14 (75014),"nombre de pieces : 6, surface : 106m, parking / garage, ascenseur handicape, - nombre de chambre(s) : 4, - parking, emission de gaz a effet de serre : 41 kgeq/m2.an, consommation energetique : 177 kwh/m2 an"
"paris 14 : superbe appartement familiale traversant de 89m2 au 4eme etages asc, 5p, 3ch, sdb et douche, wc separee, cuisine equipee, dressing, grand balcon avec vu degagee, aucun mur porteur, expo est/ouest, parquet, lumineux et calme avec gardien, partie commune en bonne etat et pour completer ce bien une cave saine et box en sus au -1 a 25.000 ce bien fait partie d'une copropriete ne faisant pas l'objet d'une procedure. cette copropriete comprend 80 lots au total et sa quote part de charges annuelles s'eleve a 280 euros. le prix indique comprend les honoraires de negociation qui se montent a 1.63% ttc du prix affiche. dpe: 220, soit d, ges: 105, soit g. sebastien lapi, agent commercial immatricule au rsac de pontoise sous le numero 79856764000015 - a la lucarne de l'immobilier - votre contact : sebastien lapi - 06 15 09 92 68 - ref. 53899",http://www.paruvendu.fr/immobilier/prestige/appartement/paris-75014/1202900237A1KIVHAP000,,625000,a la lucarne de l'immobilier,vente appartement 5 pieces 89 m2 environ paris 14 (75014),"nombre de pieces : 5, surface : 89m, balcon / terrasse, - nombre de chambre(s) : 3, - etage : 4, - cave, emission de gaz a effet de serre : 105 kgeq/m2.an, consommation energetique : 220 kwh/m2 an"
"i@d france - stephanie foulquier (06 87 73 13 00) vous propose : jean moulin : au 5e etage avec ascenseur, appartement familial lumineux, traversant et bien agence, de 106m2 environ (+ 1 chambre de service de 8m2 environ, au 8e etage), dans un immeuble ancien,. il se compose dune entree distribuant : un double sejour de 30m2 environ oriente s.e avec cheminee, une salle a manger ou chambre + salle d'eau attenante avec wc, une cuisine separee amenagee, une suite parentale sur cour arboree calme avec acces a la salle de bain, une chambre avec vis-a-vis eloigne, un wc separe et de 2 espaces de rangements + cave + possibilite de parking en sus. rafraichissement a prevoir.les + : vue degagee, clair, parquet ancien, double vitrage, fenetres dans toutes les pieces, copro calme  dispo 7/7.la presente annonce immobiliere vise 1 lot principal situe dans une copropriete formant 48 lots au total ne faisant l'objet d'aucune procedure en cours et d'un montant de charges denviron 316.67  par mois (soit 3800  annuel) declare par le vendeur.le prix de vente est exprime frais dagence inclus (f.a.i.) dont la valeur est equivalente a 4,14% ttc du prix de vente. information d'affichage energetique sur ce bien : dpe d indice 177 et ges e indice 41. la presente annonce immobiliere a ete redigee sous la responsabilite editoriale de mme stephanie foulquier (id 13405), agent commercial mandataire en immobilier immatricule au registre special des agents commerciaux (rsac) du tribunal de honoraire a la charge de l'acquereur : non bien en copropriete : oui nombre de lots de la copropriete : 48 montant moyen des charges annuelles : 3800 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/prestige/appartement/vente-appartement-6-pieces/1204894006A1KIVHAP000,,845000,i@d france,vente appartement 6 pieces 116 m2 environ paris 14 (75014),"nombre de pieces : 6, surface : 116m, parking / garage, ascenseur handicape, - nombre de chambre(s) : 4, - etage : 5, - parking, emission de gaz a effet de serre : 41 kgeq/m2.an, consommation energetique : 177 kwh/m2 an"
"paris rive gauche, le quartier d'alesia dans le 14eme arrondissement de la capitale, vous propose cet appartement de haut standing de type cinq 125,87m2 en sixieme etage sur deux niveaux, agremente d'une terrasse, et pour completer ce lot, un parking. idealement situe, love dans une impasse au calme en bordure de la coulee verte. les transports, tramway, metro et rer, ainsi que des infrastructures scolaires et sportives se trouvent a proximite. vous profiterez des deux marches voisins et de la joyeuse animation de la rue d'alesia et de ses nombreux commerces. pour vos moments de detente, le parc de montsouris est a moins de 20 minutes a pieds. la residence, harmonieusement integree dans le paysage urbain, propose vingt cinq appartement ils sont prolonges de balcons et de jardins privatifs, ou vastes terrasses plein ciel en cascade avec vues sur les jardins ou la coulee verte. lumineux et spacieux, ces espaces de vie sont dotes de prestations raffinees, afin de vous offrir bien-enom du negociateur : levyolivier honoraire a la charge de l'acquereur : 1 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/appartement/paris-75014/1202549087A1KIVHAP000,,1417000,optimhome,vente appartement 5 pieces 126 m2 environ paris 14 (75014),"nombre de pieces : 5, surface : 126m, parking / garage, balcon / terrasse, - nombre de chambre(s) : 4, - etage : 6, - terrasse, - box"
"4 pieces de 73 m2 carrez. appartement clair, traversant est-ouest situe au 4eme etage dans un immeuble de 1964, bien entretenu avec gardien, digicode et ascenseur.l'appartement est compose :- d'un sejour avec balcon,- de trois chambres avec rangements,- d'une salle de bain et de wc separes,- d'une cuisine equipee (four, hotte, plaque gaz, lave-linge, lave-vaisselle, refrigerateur).la vue est degagee et l'appartement beneficie d'une double isolation cote rue.a deux pas de la station de metro (alesia) et des bus (28/38/58/62/68).tous commerces et ecoles a proximite. parking possible.travaux a prevoir : salle de bain et mise aux normes electriques.charges : 255  /mois comprenant chauffage central (au gaz) et eau.taxe fonciere: 915  taxe d'habitation : 967 agences immobilieres s'abstenir.visite sur rendez vous a partir du we du 05/09.",http://www.paruvendu.fr/immobilier/prestige/proche-de-la-place-alesia-beau-4-pieces-73-m2/particulier/1204932056A1KIVHAP000,,649000,annonce de particulier - paris (75014),vente appartement 4 pieces 73 m2 carrez paris 14 (75014),"nombre de pieces : 4, surface : 73m, - copropriete : oui, - date de construction : 1964, - situation : etage, - nombre d'etage(s) dans l'immeuble : 9, - standing : bon, - surface loi carrez en m2 : 73, - moquette, - lino, - chauffage collectif, - gaz, - etat general : travaux a prevoir, - etat de la plomberie : tres bon, - etat de l'electricite : travaux a prevoir, - etat du chauffage : tres bon, - etat des revetements muraux : tres bon, - etat des revetements sols : tres bon, - ascenseur, - digicode, - independante, - equipee, - meublee, - sejour separe : oui, - salle a manger : non, - nombre de chambre(s) : 3, - nombre de salle(s) de bain : 1, - nombre de wc : 1, - nombre de placard(s) : 3, - double vitrage, - isolation acoustique, - parabole collective, - satellite collectif, - cablage collectif, - surface du balcon en m2 : 2, - metro, - bus, - commerces, - ecoles, - espaces verts, - tramway, emission de gaz a effet de serre : 38 kgeq/m2.an, consommation energetique : 163 kwh/m2 an"
"paris rive gauche, le quartier d'alesia dans le 14eme arrondissement de la capitale, vous propose cet appartement de haut standing de type cinq en troisieme etage de 132.11m2 sur deux niveaux, agremente de deux terrasses, dont une vegetalisee sur le toit, et pour completer ce lot un parking. idealement situe, love dans une impasse au calme en bordure de la coulee verte. les transports, tramway, metro et rer, ainsi que des infrastructures scolaires et sportives se trouvent a proximite. vous profiterez des deux marches voisins et de la joyeuse animation de la rue d'alesia et de ses nombreux commerces. pour vos moments de detente, le parc de montsouris est a moins de 20 minutes a pieds. la residence, harmonieusement integree dans le paysage urbain, propose vingt cinq appartement ils sont prolonges de balcons et de jardins privatifs, ou vastes terrasses plein ciel en cascade avec vues sur les jardins ou la coulee verte. lumineux et spacieux, ces espaces de vie sont dotes de prestatinom du negociateur : levyolivier honoraire a la charge de l'acquereur : 1 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/appartement/paris-75014/1201503233A1KIVHAP000,,1499000,optimhome,vente appartement 5 pieces 132 m2 environ paris 14 (75014),"nombre de pieces : 5, surface : 132m, parking / garage, - nombre de chambre(s) : 4, - etage : 4, - terrasse, - box"
"i@d france - sophie desfosses (06 99 66 74 05) vous propose : paris 14 ligne 13 en face du metro pernety studette 10,63m2 environ avec sanitaires et coin cuisine renovee 5 eme etage sans ascenseur quartier tres vivant et commercantla presente annonce immobiliere vise 1 lot principal situe dans une copropriete formant 75 lots au total ne faisant l'objet d'aucune procedure en cours et d'un montant de charges denviron 59.33  par mois (soit 712  annuel) declare par le vendeur.le prix de vente est exprime frais dagence inclus (f.a.i.) dont la valeur est equivalente a 5,05% ttc du prix de vente. information d'affichage energetique sur ce bien : dpe e indice 252 et ges f indice 58. la presente annonce immobiliere a ete redigee sous la responsabilite editoriale de mme sophie desfosses (id 5858), agent commercial mandataire en immobilier immatricule au registre special des agents commerciaux (rsac) du tribunal de commerce de paris sous le numero 400 913 893retrouvez tous nos biens sur notre site internet www.iadfrance.com honoraire a la charge de l'acquereur : non bien en copropriete : oui nombre de lots de la copropriete : 75 montant moyen des charges annuelles : 712 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/appartement/vente-appartement-1-piece/1203989651A1KIVHAP000,,99000,i@d france,vente appartement 1 piece 10 m2 environ paris 14 (75014),"nombre de pieces : 1, surface : 10m, - nombre de chambre(s) : 1, - etage : 5, emission de gaz a effet de serre : 58 kgeq/m2.an, consommation energetique : 252 kwh/m2 an"
"thomas ezquerra 06.84.40.81.09 vous presente ce joli deux pieces de 40m2 situe au 2 etage avec ascenseur. lumineux, tres fonctionnel, meuble et equipe, chauffage individuel electrique. facade vote paye.vue tour eiffel. 1mn pernety, 10mn montparnasse. 150 charges. 400 taxe fonciere contactez votre agent local thomas ezquerra a paris 15eme arrondissement agent commercial, conseiller en immobilier sas optimhome au 06 84 40 81 09 - plus d'informations sur http://www.ezquerra.optimhome.com (ref. 830030023874 / 298241)nom du negociateur : ezquerrathomas bien en copropriete : 1 nombre de lots de la copropriete : 55 montant moyen des charges annuelles : 1800 euros procedure sur le syndicat des coproprietaires : 0 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75014/1203953632A1KIVHAP000,,312000,optimhome,vente appartement 2 pieces 40 m2 environ paris 14 (75014),"nombre de pieces : 2, surface : 40m, ascenseur handicape, - nombre de chambre(s) : 1, - etage : 2"
"nos honoraires : 1%, 2%, 3% !!* rue dareau, 200 metres du metro saint-jacques, t2 de 42 m2 dans un immeuble bien entretenu. belle hauteur sous plafond, un plan optimise sans perte de place. cuisine separee et equipee, chambre avec placard donnant sur cour, salle d'eau et wc. fenetres double vitrage dans chaque piece. profession liberale possible avec deux acces!!! votre agence 123webimmo.com.",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75014/1205017781A1KIVHAP000,,309900,reseau 123webimmo.com,vente appartement 2 pieces 42 m2 environ a 14eme denfert-rochereau (75014),"nombre de pieces : 2, surface : 42m, - nombre de chambre(s) : 1, emission de gaz a effet de serre : 10 kgeq/m2.an, consommation energetique : 334 kwh/m2 an"
"entre les metros alesia et porte d'orleans, rue poirier de narcay, 3 pieces de 52m2 a vendre. au 2eme etage avec ascenseur d'un bel immeuble haussmannien, se compose d'une entree, d'une cuisine separee, amenagee et equipee, d'un sejour avec petit balcon, de deux chambres et d'une salle d'eau avec wc sanibroyeur. une cave complete ce bien. proche tous commerces et transports, quartier anime et vivant mais rue calme. prix de presentation fai : 479000 euros. contactez votre agent local pierre sudres a paris 18eme arrondissement agent commercial, conseiller en immobilier sas optimhome au 06 68 99 29 00 - plus d'informations sur http://www.sudres.optimhome.com (ref. 830030114947 / 286098)nom du negociateur : sudrespierre bien en copropriete : 1 montant moyen des charges annuelles : 1467 euros procedure sur le syndicat des coproprietaires : 0 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75014/1201314856A1KIVHAP000,,479000,optimhome,vente appartement 3 pieces 52 m2 environ paris 14 (75014),"nombre de pieces : 3, surface : 52m, ascenseur handicape, balcon / terrasse, - nombre de chambre(s) : 2, - etage : 2, - balcon, - cave"
"i@d france - hector galloula (06 68 11 72 34) vous propose : place saint- ferdinand au 5eme etage, 2 pieces 73m2 environ comprenant entree, grand sejour, chambre, salle de bains avec baignoire et douche, wc separes, cuisine equipee, dressing, balcon, parquet.bon etat general.vue degagee.ascenseur. cave. gardiens.en option, grand box au sous-sol.la presente annonce immobiliere vise 1 lot principal situe dans une copropriete formant 119 lots au total ne faisant l'objet d'aucune procedure en cours et d'un montant de charges denviron 230  par mois (soit 2760  annuel) declare par le vendeur.le prix de vente est exprime frais dagence inclus (f.a.i.) dont la valeur est equivalente a 4,67% ttc du prix de vente. information d'affichage energetique sur ce bien : dpe d indice 198 et ges e indice 46. la presente annonce immobiliere a ete redigee sous la responsabilite editoriale de m. hector galloula (id 1265), agent commercial mandataire en immobilier immatricule au registre special des agents commerciaux (rsac) du tribunal de commerce de paris sous le numero 306 305 244retrouvez tous nos biens sur notre site internet www.iadfrance.com honoraire a la charge de l'acquereur : non bien en copropriete : oui nombre de lots de la copropriete : 124 montant moyen des charges annuelles : 2760 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/prestige/default/vente-appartement-2-pieces/1205498543A1KIVHAP000,,750000,i@d france,vente appartement 2 pieces 73 m2 environ paris 17 (75017),"nombre de pieces : 2, surface : 73m, ascenseur handicape, balcon / terrasse, - nombre de chambre(s) : 1, - etage : 5, - balcon, - cave, emission de gaz a effet de serre : 46 kgeq/m2.an, consommation energetique : 198 kwh/m2 an"
"cherche f2 a acheter a paris, surface minimum 32 m2, en etage eleve avec ascenseur. prix maximum 220000 euros",http://www.paruvendu.fr/immobilier/vente/cherche-f2-a-acheter-a-paris/particulier/1205041819A1KIVHAP000,,220000,annonce de particulier - paris (75014),vente appartement 2 pieces 32 m2 environ paris 14 (75014),"nombre de pieces : 2, surface : 32m"
"investissement immobilier locatif en loueur meuble en residence daffaires investissez sans les soucis locatifs. loyer garanti quel que soit le taux doccupation. loyer annuel ht : 10,760 , rentabilite nette : 4% cette residence daffaire 'paris 17' sera situee au cur du 17eme arrondissement de paris vous propose des biens allant du studio a lappartement 5 pieces, tous entierement meubles et equipes. pour certains de ces appartements, un parking est disponible au sous-sol. construite pres de la place pouchet, la residence paris 17 sera un batiment de 6 etages aux lignes et couleurs modernes et epurees. la residence offre des services de qualite tel quune reception, un service de nettoyage, une salle de fitness ainsi que des espaces de detente. la residence est proche des grands poles economiques parisiens et de nombreuses entreprises (loreal, citroen, sage...) ont implantes leur siege social dans le secteur nord de paris. parfaitement desservie, la residence est situee a proximite des gares, aeroports ainsi que du reseau autoroutier et des transports en commun. investissez et creez-vous un revenu net dimpots grace a la fiscalite du lmnp (loueur meuble non professionnel). sextant france - raphaelle penisson agent base a paris 8eme arrondissement - 01 70 61 27 15 - plus d'informations sur www.lecoindulmnp.fr ref. 7501183 sextant france - romain lenne agent base a paris 8eme arrondissement - 01 70 61 27 15 - plus d'informations sur www.sextantfrance.fr ref. honoraire a la charge de l'acquereur : non bien en copropriete : non montant moyen des charges annuelles : 0.00 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/appartement/paris-75017/1204444720A1KIVHAP000,,269000,sextant france,vente appartement 2 pieces 31 m2 environ paris 17 (75017),"nombre de pieces : 2, surface : 31m, parking / garage, - etage : 3, - parking"
