description,url,localisation,prix,agence,titre,infos
"paris 18eme - vignes de montmartre. idealement situee, face aux vignes de montmartre, maison exposee plein sud et sans vis-a-vis, beneficiant d'une terrasse prolongee d'un jardin et d'un emplacement de parking. repartie sur plusieurs niveaux avec 2 receptions, cuisine ouverte, bureau, 4/5 chambres dont une comprise dans l'appartement cree a l'arriere de la maison, avec acces independant, 3 bains. bien rare et exceptionnel a montmartre: emplacement et vue uniques.",http://www.explorimmo.com/annonce-3996024.html,"paris 18eme,",3150000,junot montmartre,vente maison 5 pieces 250 m2,"nombre de pieces : 5, surface : 250 m2, nombre de chambres : 4, nombre de salles de bain : 2, terrain : 200 m2, balcon : oui, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : d (216), ges : e (50)"
"paris 18eme - mairie jules joffrin - maison de ville en r+2. belle maison aux volumes agreables au sein d'une petite copropriete. elle se compose au rez-de chaussee d'une entree, un grand sejour avec verrieres, une cuisine us. au 1er etage, 2 grandes chambres et une salle de bains, au 2eme etage, combles amenages ou l'on peut creer 2 chambres. plusieurs possibilites d'agencement. belle hauteur sous plafond. enorme potentiel. tres rare dans le quartier. coup de coeur imax. v1642 - dpe : nc - www.imax.fr",http://www.explorimmo.com/annonce-6951168.html,"paris 18eme,",898000,imax agence paris championnet,vente maison 5 pieces 138 m2,"nombre de pieces : 5, surface : 138 m2, nombre de chambres : 3, nombre de salles de bain : 1, salle de bain : oui, energie : nc, ges : nc"
"a la limite du 18eme arrondissement quartier des epinettes au sein d'un petit passage prive au calme, venez decouvrir cette maison au style contemporain eleve sur trois niveaux aux magnifiques volumes. elle s'articule autour d'un patio baigne de lumiere, le charme de ses coursives distribuent 5 chambres, une sublime suite parentale avec belle salle de bains douche et baignoire, un sejour cathedrale avec 6 m de hauteur sous plafond, une cuisine, une salle a manger ainsi qu'une terrasse de 40m2 exposee",http://www.explorimmo.com/annonce-6968208.html,"paris 18eme,",1850000,coldwell banker - terrasses parisiennes,vente maison 10 pieces 325 m2,"nombre de pieces : 10, surface : 325 m2, nombre de chambres : 6, nombre de salles de bain : 1, exposition : sud-ouest, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : c (132), ges : d (31)"
"en exclusivite. dans une maison neogothique recemment classee construite en 1895 par l'architecte guirard de montarnal dans le style viollet-le-duc, ce tres original triplex d'environ 170m2 en parfait etat beneficie de volumes tout a fait exceptionnels avec pas moins de 10m de hauteur de plafond dans sa piece de reception principale, d'une terrasse privee et de la jouissance commune d'un agreable jardin. entreegrand salon sous plafond cathedralesalon avec cheminee dans le gout du second empiredeux",http://www.explorimmo.com/annonce-7028568.html,"paris 18eme,",2650000,proprietes parisiennes sotheby's,vente maison 4 pieces 170 m2,"nombre de pieces : 4, surface : 170 m2, nombre de chambres : 2, nombre de salles de bain : 2, terrain : 170 m2, exposition : non precise, cave : oui, parking : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"seance de vente aux encheres du 03/11/2015 - maison de 104,20 m2 habitables environ + terrasse - 7 villa albert robida paris - mise a prix : 360000,00 e - consignation : 72000,00 e (par cheque de banque a l'ordre de maitre raunet) - dans le quartier 'amerique', a deux pas des buttes-chaumont, maison de ville construite au debut du xxe siecle, dependant d'une volumetrie, proche des commerces et des transports. - au rez-de-chaussee : entree, 4 pieces, cuisine, wc. acces par une fenetre a une courette",http://www.explorimmo.com/annonce-6852546.html,"paris 19eme,",360000,paris notaires services,"vente maison 7 pieces 104,2 m2","nombre de pieces : 7, surface : 104,2 m2, nombre de chambres : 6, exposition : non precise, energie : nc, ges : nc"
"charmante maison en meuliere beneficiant de beaux volumes et d'un jardin ensoleille de 40m2 sans vis a vis.rez de chaussee : entree, double sejour. en etage : 3 chambres, salle de bains et terrasse.sous sol amenage : salon avec cuisine ouverte, chambre et salle d'eau.",http://www.explorimmo.com/annonce-5240848.html,"paris 19eme,",1150000,breteuil immobilier,vente maison 5 pieces 135 m2,"nombre de pieces : 5, surface : 135 m2, nombre de chambres : 3, nombre de salles de bain : 1, terrain : 40 m2, type de chauffage : habitat individuel, exposition : sud-ouest, cave : oui, cheminee : oui, jardin : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, visiophone : oui, energie : nc, ges : nc"
"idealement situee au cur du secteur jourdain, cette magnifique et rare maison ancienne (1850), batie en r+3, a profite d'une renovation complete de qualite en 2007. accessible depuis une ravissante cour-jardin paysagee de 35 m2, elle est composee d'un vaste sejour avec cuisine us, d'un espace parental de 58 m2 et de 4 chambres (5eme possible) possedant chacune leur piece d'eau et leur wc. sa double exposition sud et ouest lui offre une belle luminosite. cave voutee de 38 m2. habitable en l'etat.",http://www.explorimmo.com/annonce-5590974.html,"paris 19eme,",1995000,terrasses et jardins,vente maison 8 pieces 198 m2,"nombre de pieces : 8, surface : 198 m2, nombre de chambres : 6, nombre de salles de bain : 1, terrain : 1 m2, cave : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"bagnolet : tres proche paris (200m) stonebox vous propose, a deux rues de paris, une maison de bois, de verre et de metal de 350m2 qui saura vous seduire par son calme, ses multiples espaces, ses volumes, son jardin de 150m2 et sa piscine. la maison s'articule autour d'un magnifique jardin japonais compose d'espaces verts, de bois, de passerelles, d'une terrasse et d'une piscine. le jardin ainsi que la maison est oriente plein sud avec aucun vis a vis et un calme absolu. la maison est constituee",http://www.explorimmo.com/annonce-5608382.html,paris 19eme,2080000,cathy larrieu eurl,vente maison 8 pieces 395 m2,"nombre de pieces : 8, surface : 395 m2, nombre de chambres : 5, nombre de salles de bain : 3, terrain : 150 m2, type de chauffage : gaz, exposition : sud, cave : oui, interphone : oui, parking : oui, piscine : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : e (293), ges : b (9)"
"i@d france - marc-antoine fieschi (06 09 70 11 41 ou 06 14 17 85 67) vous propose : paris 19emeexceptionnel propriete a tres fort potentiel avec jardin de 100 m2 environ offrant la possibilite soit de creer une tres grande maison de famille soit d'etre divisee en appartements sous reserve de l'obtention du permis de construire. contactez moi par mail pour recevoir le dossier technique complet.le prix de vente est exprime frais d'agence inclus (f.a.i.) dont la valeur est equivalente a 4,76% ttc du",http://www.explorimmo.com/annonce-5986648.html,paris 19eme,3150000,i@d france,vente maison 20 pieces 500 m2,"nombre de pieces : 20, surface : 500 m2, nombre de chambres : 19, terrain : 356 m2, type de chauffage : gaz, exposition : non precise, cheminee : oui, terrasse : oui, energie : nc, ges : nc"
"decouvrez la maison temoin decoree. une residence d'exception dans le 19e arrondissement de paris, face au canal de l'ourcq. canal square propose des appartements (2 a 5 pieces), des lofts, des duplex, et des maisons de ville.",http://www.explorimmo.com/annonce-6159386-6218564.html,paris 19eme,879032,bpd marignan,"vente maison 3 pieces 86,51 m2","nombre de pieces : 3, surface : 86,51 m2, anciennete : neuf, bbc : oui, parking : oui"
"paris xix - situee au sein d'un environnement privilegie, calme et tres prise, accessible depuis une tres belle rue pavee, nous vous presentons une maison edifiee au 19eme siecle d'une surface totale d'environ 500m2 associant deux univers : une construction ancienne, composee de trois niveaux et ayant conserve les codes de l'ancien, et un atelier adjacent de deux niveaux beneficiant de beaux volumes. disposant en outre d'un jardin d'une surface d'environ 100m2, ce bien, rare, offre des perspectives",http://www.explorimmo.com/annonce-5983314.html,paris 19eme,3098000,barnes paris est,vente maison 12 pieces 500 m2,"nombre de pieces : 12, surface : 500 m2, nombre de chambres : 11, terrain : 100 m2, exposition : non precise, energie : nc, ges : nc"
"i@d france - christian mallet (06 09 90 74 30) vous propose : maison de 100m2 environ en pleine propriete , tres ensoleillee, avec terrasse arboree de 16m2 environ, situee a 100 m du parc des buttes chaumont . elle se compose d'une grande piece a vivre, salon avec cheminee, salle a manger et cuisine ouverte sous verriere expseest, le tout donnant de plein pied une terrasse oriente sud/ouest. au 1er etage deux chambres (une exposee est et l'autre ouest) dont une avec grande mezzanine sur toute la",http://www.explorimmo.com/annonce-4915844.html,paris 19eme,845000,i@d france,vente maison 4 pieces 100 m2,"nombre de pieces : 4, surface : 100 m2, nombre de chambres : 3, type de chauffage : gaz, exposition : non precise, terrasse : oui, energie : d (183), ges : e (43)"
"decouvrez la maison temoin decoree. une residence d'exception dans le 19e arrondissement de paris, face au canal de l'ourcq. canal square propose des appartements (2 a 5 pieces), des lofts, des duplex, et des maisons de ville.",http://www.explorimmo.com/annonce-6159386-6218574.html,paris 19eme,969032,bpd marignan,"vente maison 5 pieces 112,04 m2","nombre de pieces : 5, surface : 112,04 m2, anciennete : neuf, bbc : oui, parking : oui"
"au cur de la mouzaia, cette maison ancienne renovee avec gout, en r+3 se compose d'un sejour avec cuisine americaine de 30 m2, trois chambres, petite terrasse avec vue exceptionnelle, cour-terrasse interieur joliment amenagee, sans vis-a-vis. calme absolu, beaucoup de charme. studio independant possible.",http://www.explorimmo.com/annonce-2843714.html,"paris 19eme,",930000,terrasses et jardins,vente maison 5 pieces 113 m2,"nombre de pieces : 5, surface : 113 m2, nombre de chambres : 4, nombre de salles de bain : 1, terrain : 70 m2, balcon : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : c (131), ges : d (30)"
"exceptionnel a paris ! dans le quartier recherche de la mouzaia, veritable village de maisons individuelles. le charme d'une maison renovee avec gout. - rez-de-chaussee: entree, double-sejour, cuisine americaine d'une surface de 33m2 avec puits de lumiere. - au 1er etage: 2 chambres, une salle d'eau avec wc. - au 2eme etage: suite parentale de 12m2 avec salle de bains et baignoire encastree, terrasse, coin bureau, vue degagee. a l'entresol un studio ou grand bureau ideal pour profession liberale,",http://www.explorimmo.com/annonce-5985190.html,paris 19eme,930000,megagence,vente maison 5 pieces 113 m2,"nombre de pieces : 5, surface : 113 m2, nombre de chambres : 4, nombre de salles de bain : 1, terrain : 40 m2, type de chauffage : gaz, exposition : non precise, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : c (131), ges : d (30)"
"au sein de la mouzaia, non loin du parc de la villette et du parc des buttes chaumont, une maison de 200 m2 environ, composee d'un double sejour de 37m2, 6 chambres, trois wc, salle de bains, salle d'eau, une terrasse de 25m2, une grande cave de 50 m2 incluant une buanderie, et une dependance au fond du ''jardin'', amenagee en studio avec cuisine et salle d'eau + wc, ideale pour une fille au pair par exemple. bon etat general. chaudiere a condensation neuve. stores electriques avec commande generalisee.",http://www.explorimmo.com/annonce-6581042.html,"paris 19eme,",1450000,villa du parc,vente maison 8 pieces 200 m2,"nombre de pieces : 8, surface : 200 m2, nombre de chambres : 7, nombre de salles de bain : 1, type de chauffage : gaz, balcon : oui, cave : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"i@d france - christian mallet (06 09 90 74 30) vous propose : a 200 m du parc des buttes chaumont, maison de ville, 5 pieces de 85 m2 environ, beaucoup de charme avec son jardin de 16m2 environ. elle se compose au rdc d'un salon/sejour avec cheminee poele, d'une cuisine ouverte toute equipee et d'une salle de bain avec baignoire et wc. au 1er etage, deux chambres dont une avec dressing, un wc independant, une salle de douche.au deuxieme etage sous les toits un bureau qui peut faire office de chambre",http://www.explorimmo.com/annonce-5160254.html,paris 19eme,830000,i@d france,vente maison 5 pieces 85 m2,"nombre de pieces : 5, surface : 85 m2, nombre de chambres : 3, type de chauffage : gaz, exposition : non precise, cheminee : oui, interphone : oui, terrasse : oui, energie : f (432), ges : f (75)"
"maison ancienne particulierement agreable. au rez de chaussee: entree, sejour, cuisine americaine 1er etage: 2 chambres, salle de bains, 2eme etage: chambre parentale avec salle de bains, terrasse, vue degagee. a l'entresol possibilite d'amenager un studio, buanderie calmejardin",http://www.explorimmo.com/annonce-6651226.html,"paris 19eme,",930000,breteuil immobilier,vente maison 6 pieces 113 m2,"nombre de pieces : 6, surface : 113 m2, nombre de chambres : 5, energie : g (480), ges : e (50)"
"agence directe 3.9% seulement !! mouzaia , a proximite immediate du parc des buttes chaumont, maison de 180m2 avec jardin arbore de 70m2. au rez de jardin : double sejour avec cheminee, veranda chauffee, cuisine amenagee equipee, chambre independante avec salle d'eau. a l'etage : 3 chambres, dressings et salle de bain. au sous-sol : salle de jeux, buanderie, cave. nombreuses evolutions possibles : extension, combles amenageables. localisation de ce bien disponible sur www.agencedirecte.com dont",http://www.explorimmo.com/annonce-6672708.html,"paris 19eme,",1650000,"agence directe 3,9% frais reduits",vente maison 8 pieces 180 m2,"nombre de pieces : 8, surface : 180 m2, nombre de chambres : 4, nombre de salles de bain : 1, terrain : 70 m2, cave : oui, salle d'eau : oui, salle de bain : oui, energie : d (213), ges : e (49)"
"agence directe 3.9% seulement!!! environnement privilegie pour cette maison situee dans un quartier pavillonnaire au charme preserve des annees 20. accessible par deux entrees independantes, cette maison organisee selon un plan original vous offre un sejour, salle a manger, une cuisine, trois chambres et deux salles de bains. deux espaces exterieurs agreables, convient a l'exercice d'une profession liberale. possibilite d'achat d'un box a proximite. secteur : parc de la butte du chapeau rouge",http://www.explorimmo.com/annonce-5795826.html,"paris 19eme,",883150,"agence directe 3,9% frais reduits",vente maison 5 pieces 117 m2,"nombre de pieces : 5, surface : 117 m2, nombre de chambres : 3, nombre de salles de bain : 1, terrain : 36 m2, cave : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"directement sur les quais du bassin de la villette, maison de ville atypique d'environ 170 m2, en pleine propriete, avec belle terrasse de 21 m2 offrant une vue plongeante sur le bassin. cette maison, totalement atypique, a ete concue par un architecte dans un esprit loft. elle est organisee sur plusieurs niveaux d'environ 33 m2 chacun, desservis par un bel escalier tres design. rez-de-chaussee (26,6 m2) entree, garage, local de rangement. 1 niveau (32,80 m2) une chambre, salle de bains/wc. 2 niveau",http://www.explorimmo.com/annonce-6800658.html,"paris 19eme,",1500000,inter-projets,vente maison 4 pieces 170 m2,"nombre de pieces : 4, surface : 170 m2, nombre de chambres : 2, nombre de salles de bain : 2, terrain : 21 m2, type de chauffage : gaz, statut : libre, exposition : sud-est, cave : oui, garage : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, vue degagee : oui, energie : e (270), ges : e (45)"
"danube belle maison 1950 r+2, garage, beau sejour double, 5 ou 6 chambres, jardin, bele escalier, familial, a saisir ! rare !",http://www.explorimmo.com/annonce-6843968.html,"paris 19eme,",1880000,actuel,vente maison 7 pieces 220 m2,"nombre de pieces : 7, surface : 220 m2 (loi carrez), nombre de chambres : 5, nombre de salles de bain : 2, type de chauffage : gaz, exposition : sud, garage : oui, interphone : oui, jardin : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"paris xixeme - au sein du quartier pavillonnaire du hameau des bois, lieu caracterise par un environnement calme et privilegie, aux rues pavees et arborees, nous vous presentons une maison avec courette d'une surface au sol d'environ 125 m2. edifiee sur quatre niveaux, elle comprend cinq pieces, dont trois chambres, deux salles de bains et des toilettes invites. le dernier niveau, quant a lui, est constitue d'une grande piece mansardee avec salle de bains privative. disposant de deux entrees independantes,",http://www.explorimmo.com/annonce-5995446.html,paris 19eme,890000,barnes paris est,"vente maison 5 pieces 125,35 m2","nombre de pieces : 5, surface : 125,35 m2, nombre de chambres : 3, nombre de salles de bain : 2, terrain : 30,75 m2, exposition : non precise, salle de bain : oui, energie : nc, ges : nc"
"exceptionnel : maison individuelle au hameau des bois, quartier calme et pavillonnaire. au rdc : entree, sejour, salon, cuisine equipee. au 1er etage, 2 chambres, salle de bains, wc separes, placards. sous les combles, une chambre avec salle de bains. sous-sol total. 2 cours avec double entree. possibilite profession liberale. foncia laumiere 01.55.30.10.50",http://www.explorimmo.com/annonce-5091674.html,paris 19eme,890000,foncia transaction paris,vente maison 5 pieces 116 m2,"nombre de pieces : 5, surface : 116 m2, nombre de chambres : 4, energie : e (255), ges : f (59)"
"tres belle maison au cur du quartier de mouzaia composee d'un salon-salle a manger ouvert sur la cuisine, 3 chambres, un bureau, une buanderie, 2 salle de bains avec wc, avec jardin et mini terrasse accessible depuis le derniere etage de la maison.",http://www.explorimmo.com/annonce-5754410.html,paris 19eme,929990,soc immobiliere gestion,vente maison 7 pieces 113 m2,"nombre de pieces : 7, surface : 113 m2, nombre de chambres : 3, nombre de salles de bain : 2, type de chauffage : gaz, statut : occupe, exposition : est-ouest, jardin : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"a la mouzaia, charmante maison en parfait etat.en rez-de chaussee : une cuisine ouverte sur un sejour salle a manger donnant lui meme sur une terrasse exposee ouest.en r+1 : une chambre sur parquet , une spacieuse salle de bains.en r+2 : une chambre sur parquet eclairee par deux fenetre de toit, rangements integres dans la sous pente.la maison est prete a habiter, cuisine amenagee, salle de bains equipee, rangements integres. electricite recente a la norme,travaux recents, fenetre en dv, chaudiere",http://www.explorimmo.com/annonce-32788322-1.html,"paris 19eme,",830000,lamirand et associes,vente maison 3 pieces 100 m2,"nombre de pieces : 3, surface : 100 m2, nombre de chambres : 2, type de chauffage : gaz, statut : libre, anciennete : recent, cuisine equipee : oui, terrasse : oui, energie : c (149), ges : d (34)"
"maison de charme calme et ensoleillee au coeur de la mouzaia avec grand jardin constructible (72 m2) et combles amenageables, sejour et veranda s'ouvrant sur le jardin, salle a manger, cuisine separee, 4 chambres, salle de bains, salle d'eau, deux toilettes, sous-sol renove de 45 m2 avec buanderie et acces jardin.",http://www.explorimmo.com/annonce-7097236.html,"paris 19eme,",1650000,breteuil immobilier,vente maison 8 pieces 185 m2,"nombre de pieces : 8, surface : 185 m2, nombre de chambres : 5, nombre de salles de bain : 2, type de chauffage : chauffage electrique, cave : oui, cheminee : oui, digicode : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, energie : d (213), ges : nc"
"gambetta. place martin nadaud. maison d'architecte contemporaine et maison ancienne type atelier a usage mixte (communicantes). 340m2 surface brute. garage balcon de 9m2 et toit terrasse de 26m2. exposition s/o. vue imprenable sur le pere lachaise. beaux volumes. hsp jusque 5.50m. traversant, luminosite, calme, charme. coup de cur. foncia pyrenees au 01.43.15.14.00",http://www.explorimmo.com/annonce-3963570.html,paris 20eme,1600000,foncia transaction paris,vente maison 8 pieces 250 m2,"nombre de pieces : 8, surface : 250 m2, nombre de chambres : 7, energie : d (203), ges : c (12)"
"dans une petite rue tres calme, maison en pleine propriete de 206m2 beneficiant d'une jolie cour arboree privative de 50m2 sans vis-a-vis, double exposition sud et ouest.organisee sur 3 niveaux, elle comprend : sejour et cuisine avec acces direct sur le patio, salle a manger, 6 chambres, 2 salles de bains, un sous-sol et une cave.",http://www.explorimmo.com/annonce-4093106.html,paris 20eme,1590000,breteuil immobilier,vente maison 8 pieces 206 m2,"nombre de pieces : 8, surface : 206 m2, nombre de chambres : 6, nombre de salles de bain : 2, terrain : 50 m2, type de chauffage : habitat individuel, statut : libre, exposition : sud-ouest, cave : oui, cheminee : oui, interphone : oui, jardin : oui, parking : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, vue degagee : oui, energie : e (231), ges : nc"
"magnifique maison ancienne de 257m2 avec sous-sol de 80m2 en pleine propriete, calme, lumineuse et en tres bon etat, son caractere ancien a ete parfaitement conserve : parquet point de hongrie, moulures, cheminees, plafonds a caissons.organisee sur 3 niveaux elle comprend : une elegante double reception, cuisine dinatoire, 4 chambres dont une suite parentale, bureau, 2 salles de bains, salle d'eau. au dernier etage, vaste ""family-room"". sous-sol de amenageable (lumiere naturelle) et garage. possibilite",http://www.explorimmo.com/annonce-4849494.html,"paris 20eme,",1980000,breteuil immobilier,vente maison 257 m2,"nombre de pieces : non precise, surface : 257 m2, nombre de chambres : 5, nombre de salles de bain : 2, type de chauffage : habitat individuel, statut : libre, exposition : sud-est, cave : oui, digicode : oui, garage : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, energie : c (112), ges : d (26)"
"maison familiale en meuliere a rafraichir,lumineuse beneficiant d'un jardin de 35m2 et d'une terrasse ensoleillee sans vis-a-vis d'environ 40m2. elle comprend : triple reception ouverte sur la terrasse, 6 chambres, 2 salles d'eau et un studio d'enregistrement.",http://www.explorimmo.com/annonce-5607938.html,paris 20eme,1250000,breteuil immobilier,vente maison 8 pieces 190 m2,"nombre de pieces : 8, surface : 190 m2, nombre de chambres : 6, nombre de salles de bain : 2, terrain : 75 m2, type de chauffage : habitat individuel, exposition : est-ouest, cheminee : oui, jardin : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"a proximite de la place de la reunion murs de boutiques en parfait etat de 20m2 environ + reserve en sous-sol de 8m2. actuellement loue en bar pour un loyer de 710euros hors charges plus 120euros de charges. bail de 12 ans, 4 ans 1/2 ecoule. bon emplacement et bonne rentabilite. . copropriete de 56 lots charges annuelles : 1440 euros",http://www.explorimmo.com/annonce-4700148.html,paris 20eme,215000,immo conseils paris,vente maison 1 piece 20 m2,"nombre de pieces : 1, surface : 20 m2, energie : nc, ges : nc"
"paris 20e. rue des pyrenees, entre nation et gambetta, a proximite du village saint blaise. metro : maraichers (ligne 9) ou alexandre dumas (ligne 2).. au rez-de-chaussee d'une residence de standing avec gardiens, bureau/local professionnel de 96 m2 comprenant 1 bel espace d'accueil (qui peut servir de bureau), 5 bureaux independants, 1 piece d'archives, 1 cuisine amenagee et equipee, 2 wc. . belle facade vitree, local tres agreable et lumineux, vue sur le jardin de la residence. . tres bon etat",http://www.explorimmo.com/annonce-5817904.html,paris 20eme,565000,optimum,vente maison 6 pieces 96 m2,"nombre de pieces : 6, surface : 96 m2, nombre de chambres : 5, energie : d (182), ges : e (43)"
"maison gambetta. dans passage prive, au calme! superbe maison de 135m2 avec ses jardins, ses terrasses et veranda, au calme: bel espace de vie 3 chbrs, salle de bains, toilettes+ studio poss ind. bien rare et qualitatif dans le quartier !!honoraires a la charge acquereur : 3.5 %",http://www.explorimmo.com/annonce-6006428.html,paris 20eme,1450000,l'immobiliere du pere lachaise,vente maison 5 pieces 135 m2,"nombre de pieces : 5, surface : 135 m2, nombre de chambres : 4, energie : nc, ges : nc"
"situe proche de la rue des pyrenees, au calme d'une cour, cette maison de 62m2 s'articule sur 3 niveaux. au rez-de-chaussee une piece de vie avec cheminee, une cuisine ouverte sous un puits de lumiere. a l'etage une chambre avec une terrasse de 11m2 expose sud, pouvant etre couverte. a l'etage superieur une chambre avec une salle de bains. possibilite d'extension avec un studio attenant en plus. ce bien est soumis a une copropriete de 9 lots avec 1.800euros charges annuelle. metro : maraichers. contact",http://www.explorimmo.com/annonce-6089358.html,"paris 20eme,",580000,espaces atypiques,vente maison 3 pieces 62 m2,"nombre de pieces : 3, surface : 62 m2, nombre de chambres : 2, cave : oui, salle d'eau : oui, energie : e (248), ges : b (8)"
"metro gambetta - villa hardy-passage prive a l'abri des regards,maison de ville atypique en pleine propriete d'une surface de 135 m2 (340 m2 avec les jardins) sur trois niveaux plus le sous-sol avec acces de la maison parjardin privatif de 39 m2.comprenant : au sous-sol une chambre avec dressing, salle d'eau avec wc (possibilite de studio independant)au rez-de-chaussee un double sejour de vie avec cuisine ouverte amenagee et equipee ouvrant sur une terrasse et jardin en jouissance privative de 160",http://www.explorimmo.com/annonce-6665826.html,"paris 20eme,",1450000,remax voltaire,vente maison 5 pieces 135 m2,"nombre de pieces : 5, surface : 135 m2, nombre de chambres : 3, nombre de salles de bain : 3, salle d'eau : oui, salle de bain : oui, energie : a (43), ges : nc"
"gambetta, villa hardy - au calme d'une allee privee, acces par jardin privatif (39 m2) maison de ville (135 m2) sur 3 niveaux et sous-sol, offrant une piece a vivre ouverte sur un jardin arbore en jouissance privative (160 m2), 3 chambres, un bureau, une cuisine amenagee et equipee, une salle de bains, 2 salles d'eau. 3 wc. cheminee, terrasse et veranda. contact direct : 06 52 87 89 49.",http://www.explorimmo.com/annonce-6130000.html,paris 20eme,1450000,gnn,vente maison 5 pieces 203 m2,"nombre de pieces : 5, surface : 203 m2, nombre de chambres : 3, terrasse : oui, energie : d (183), ges : e (43)"
"93260 les lilas - metro mairie des lilas - terrasses et jardin - efficity, l'agence qui estime votre bien en ligne, vous presente cette belle maison ancienne 6 pieces de 210m2 avec terrasses et jardin. au calme, elle se compose au rez-de-chaussee, d'une entree, d'un bureau, de wc separes, d'une buanderie et d'un grand garage. a l'etage, un vaste et lumineux sejour de 55m2 avec une cheminee et donnant sur une terrasse et le jardin, une cuisine ouverte entierement amenagee et des wc separes. au deuxieme",http://www.explorimmo.com/annonce-6881390.html,paris 20eme,1145000,efficity,vente maison 6 pieces 210 m2,"nombre de pieces : 6, surface : 210 m2, nombre de chambres : 4, nombre de salles de bain : 1, terrain : 220 m2, type de chauffage : gaz, exposition : sud, box : oui, interphone : oui, parking : oui, salle de bain : oui, energie : e (306), ges : f (71)"
"gambetta, villa hardy - au calme d'une allee privee, acces par jardin (39 m2) maison de ville (135 m2) sur 3 niveaux sous-sol, offrant une piece a vivre ouverte sur un jardin arbore en jouissance privative (160 m2), 3 chambres, un bureau, une cuisine amenagee et equipee, une salle de bains, 2 salles d'eau. 3 wc. cheminee, veranda et terrasse. contact direct : 06 52 87 89 49.",http://www.explorimmo.com/annonce-6129994.html,paris 20eme,1450000,rez-de-chaussee.com,vente maison 5 pieces 203 m2,"nombre de pieces : 5, surface : 203 m2, nombre de chambres : 3, terrasse : oui, energie : d (183), ges : e (43)"
"ensemble immobilier divisible d'environ 300m2 (254m2 loi carrez) a usage mixte. de construction recente (2008) et organise sur 4 niveaux, il comprend : vaste sejour avec cuisine ouverte, 3 chambres (5 possibles), bureau, terrasse, salle de cinema et un espace a usage commercial ou professionnel.",http://www.explorimmo.com/annonce-6941166.html,paris 20eme,1590000,breteuil immobilier,vente maison 8 pieces 300 m2,"nombre de pieces : 8, surface : 300 m2, nombre de chambres : 4, nombre de salles de bain : 3, type de chauffage : habitat individuel, statut : libre, exposition : est-ouest, balcon : oui, cave : oui, cheminee : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, energie : nc, ges : nc"
"rue pelleport, entre la rue de belleville et la rue de menilmontant, exceptionnel: une maison tres lumineuse situee au calme dans un ancien ensemble industriel, elle est repartie sur deux niveaux et comprend un vaste sejour de 30m2 avec cuisine ouverte, une terrasse de 15m2. a l'etage une chambre avec verriere d'atelier, une salle d'eau et un wc independant. entierement renovee il y'a 1 ans. superficie carrez 51m2 - au sol : 53m2. exclusivite villaret marais : 01 42 78 17 78.",http://www.explorimmo.com/annonce-5822090.html,paris 20eme,500000,villaret immobilier,vente maison 2 pieces 52 m2,"nombre de pieces : 2, surface : 52 m2, nombre de chambres : 1, terrain : 15 m2, digicode : oui, salle d'eau : oui, terrasse : oui, energie : nc, ges : nc"
