description,url,localisation,prix,agence,titre,infos
"Au pied de l'Eglise Notre Dame de Lorette. Laissez vous seduire par cet appartement traversant de 3/4 pieces d'env 64 m2, baigne de soleil et situe au 4e etage d'un bon immeuble ancien. Compose de : Entree, sejour, 3 chambres, cuisine, salle de douche, wc separes. Petit debarras en annexe et grande cave en sous-sol. A visiter sans tarder !!!!",http://www.explorimmo.com/annonce-5964100.html,"Paris 9eme,",599000,Nexity Paris Courcelles,Vente appartement 3 pieces 64 m2,"Nombre de pieces : 3, Surface : 64 m2, Nombre de chambres : 2, Etage : 4, Digicode : oui, Energie : D (170), GES : E (39)"
"Appartement 75009, rue Jean Baptiste Pigalle, secteur Saint Georges, au rez-de-chaussee dans une charmante copropriete, loft de 102m2 offrant de beaux volumes. Grand sejour avec cuisine US. Parfait etat general. 2 chambres dont une en mezzanine. Faibles charges de copropriete. Secteur recherche, a visiter rapidement !",http://www.explorimmo.com/annonce-6116288.html,"Paris 9eme,",740000,Connexion Saint Georges,Vente appartement 3 pieces 102 m2,"Nombre de pieces : 3, Surface : 102 m2, Nombre de chambres : 2, Cave : oui, Energie : NC, GES : NC"
"Stonebox vous propose un havre de paix dans le quartier Trudaine/Rochechouart, dans un tres bel immeuble Haussmannien ravale, 3 pieces de 71m2 carrez en bon etat general offrant le charme de l'ancien, un bon plan en etoile, de la lumiere, une tres belle hauteur sous plafond et une double exposition. Il dispose d'une entree galerie, d' une cuisine dinatoire toute equipee, d' un sejour expose au Sud avec une cheminee, deux chambres au calme avec cheminees, une salle de bains, wc separes avec un lave-main.",http://www.explorimmo.com/annonce-6183708.html,Paris 9eme,780000,Cathy Larrieu Eurl,Vente appartement 3 pieces 71 m2,"Nombre de pieces : 3, Surface : 71 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Gaz, Etage : 2, Exposition : Sud, Ascenseur : oui, Cave : oui, Interphone : oui, Salle de bain : oui, Energie : E (254), GES : F (59)"
"Quartier Madeleine : Au sein d'une belle copropriete avec cour interieure, grand 4 Pieces au 5eme et dernier etage avec ascenseur de 102m2 habitables environ (82,36m2 Carrez). Appartement a rafraichir, traversant, sans vis a vis, tres lumineux et calme. Il se compose d'un grand couloir deservant 3 chambres, d'un grand sejour (environ 41m2) avec cheminee equipee d'un insert en parfait etat de marche, une cuisine ouverte, un dressing, d'une salle d'eau avec WC ainsi que d'une salle de bains avec WC.",http://www.explorimmo.com/annonce-6172238.html,Paris 9eme,805000,Criterimmo,"Vente appartement 4 pieces 102,36 m2","Nombre de pieces : 4, Surface : 102,36 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Etage : 5, Ascenseur : oui, Salle d'eau : oui, Salle de bain : oui, Energie : F (369), GES : D (21)"
"TRUDAINE, DUNKERQUE - IMMEUBLE PIERRE DE TAILLE 1900 - LOCAL (71 m2) sur cour offrant 2 bureaux, un open space, une salle de reunion sous verriere, un coin cuisine et des toilettes. VENDU LOUE. Charges previsionnelles 880 . Honoraires agence 5 % ttc. CONTACT DIRECT : 06 52 87 89 49.",http://www.explorimmo.com/annonce-6129998.html,Paris 9eme,577500,Rez-de-chaussee.com,Vente divers 4 pieces 71 m2,"Nombre de pieces : 4, Surface : 71 m2, Nombre de chambres : 3, Energie : F (331), GES : D (29)"
"Au 5eme etage avec ascenseur d'un tres bel immeuble haussmannien avec gardien, appartement traversant avec vue degagee sur le Sacre Cur. Cet appartement en bon etat est compose d'une entree, d'un vaste espace de reception avec petits balconnets, de 4 chambres, d'une cuisine independante, d'une salle de bains, d'une salle de douche, de 2 toilettes, d'un debarras. Possibilite de recuperer de la hauteur sous plafond ainsi que les moulures d'origine. Bon plan, lumineux, pas de vis a vis Une cave",http://www.explorimmo.com/annonce-5982974.html,Paris 9eme,1195000,Barnes Paris 9/10/18,Vente appartement 6 pieces 155 m2,"Nombre de pieces : 6, Surface : 155 m2, Nombre de chambres : 4, Nombre de salles de bain : 1, Etage : 5, Exposition : Non precise, Ascenseur : oui, Cheminee : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Proche 9eme - rue de Dunkerque Tres bel appartement en dernier etage donnant entierement sur la terrasse de 37 m2 plein ciel orientee sud-ouest. Un calme absolu regne au sein cet appartement en etat impeccable comprenant deux larges baies vitrees avec un salon, une cuisine americaine entierement equipee, une salle de bain, une chambre a coucher ainsi qu'un dressing. Possibilite d'un double box en sus. Information sur la copropriete : 40 lots, montant annuel des charges : 4150 Euros.Pour toute information",http://www.explorimmo.com/annonce-6290276.html,"Paris 9eme,",575000,Coldwell Banker - Terrasses Parisiennes,Vente appartement 2 pieces 40 m2,"Nombre de pieces : 2, Surface : 40 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Exposition : Sud-Ouest, Ascenseur : oui, Parking : oui, Salle de bain : oui, Terrasse : oui, Energie : NC, GES : NC"
"Paris 9eme - QUARTIER TRUDAINE. Dans un bel immeuble Haussmannien, un appartement de 90m2 plein sud. Ce bien se compose d'un double sejour, de 3 vraies chambres, d'une cuisine independante, d'une grande salle de bains, de 2 dressings et d'un WC independant (2 possibles). Plan parfait. Charme classique et soleil dans un quartier prise. 2 caves completent ce bien.",http://www.explorimmo.com/annonce-6296366.html,"Paris 9eme,",745000,Junot Investissements,Vente appartement 5 pieces 89 m2,"Nombre de pieces : 5, Surface : 89 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 1, Cave : oui, Digicode : oui, Salle de bain : oui, Energie : D (229), GES : B (7)"
"PARIS 9EME RUE ROUGEMONT TRES BEL APPARTEMENT BOURGEOIS AU 4EME ETAGE AVEC ASCENSEUR, EXPOSE SUD-EST , TRES LUMINEUX, COMPRENANT : UNE ENTREE DERSERVANT SALON, SALLE A MANGER, BELLCUISINE DINATOIRE ENTIEREMNT EQUIPEE, 2 CHAMBRES, SALLE D'EAU, BUANDERIE, SALLE DE BAINS AVEC WC, UN WC SEPARES, NOMBREUX RANGEMENTS, CAVE, PARQUET DANS TOUT L'APPARTEMENT, MOULURES, CHEMINEES.",http://www.explorimmo.com/annonce-6373834.html,"Paris 9eme,",1090000,Samcoger Sarl,Vente appartement 131 m2,"Nombre de pieces : Non precise, Surface : 131 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Etage : 4, Energie : NC, GES : NC"
"A proximite des Folies Bergeres, rue Geoffroy Marie. Au 3eme etage avec ascenseur d'un bel immeuble ancien, charmant 3 pieces avec un plan en etoile comprenant une entree desservant un vaste sejour sur cour avec cuisine ouverte entierement equipee, deux chambres sur rue, salle de bains avec wc, nombreux rangements. Parquet, colombage, moulures et cheminees. Quartier tres bien desservi, commercant et agreable, a proximite du Passage Verdeau et des Grands Boulevards. Une cave.",http://www.explorimmo.com/annonce-32701731-1.html,"Paris 9eme,",670000,Lamirand Et Associes,Vente appartement 3 pieces 76 m2,"Nombre de pieces : 3, Surface : 76 m2, Nombre de chambres : 2, Type de chauffage : gaz, Statut : libre, Etage : 3eme etage, Ascenseur : oui, Cave : oui, Cuisine equipee : oui, Digicode : oui, Energie : C (91), GES : D (21)"
"Metro Liege. Dans un immeuble ancien ravale, au 5eme et dernier etage sans ascenseur, studio de 14.46m2 habitable (9.72m2 LC) comprenant une piece principale, kitchenette, douche et WC. Aucune perte de place. Clair, calme et vue degagee. Vendu loue jusqu'au 30.06.2016.!",http://www.explorimmo.com/annonce-6415562.html,"Paris 9eme,",130000,Trans Opera Transaction,"Vente studio 14,46 m2","Nombre de pieces : 1, Surface : 14,46 m2, Nombre de chambres : 1, Type de chauffage : Chauffage electrique, Etage : 5, Digicode : oui, Salle d'eau : oui, Energie : NC, GES : NC"
"A proximite des Grands Boulevards, zone pietonne Cadet. Au 1er etage sur cour d'un bel immeuble ancien avec ascenseur, 2 pieces entierement a renover d'une surface Carrez de 34,50m2 comprenant une entree, un sejour avec deux fenetres en PVC double vitrage, une chambre, cuisine, salle d'eau et wc separes. Bon potentiel. Bien en copropriete. Nbre de lots : 62. Montant moyen annuel de la quote-part du budget prev. des depenses courantes : 0 Euros. Procedure en cours pour le syndicat des coproprietaires : non.",http://www.explorimmo.com/annonce-32705959-1.html,"Paris 9eme,",259000,Lamirand Et Associes,Vente appartement 2 pieces 35 m2,"Nombre de pieces : 2, Surface : 35 m2, Nombre de chambres : 1, Type de chauffage : Chauffage electrique, Statut : libre, Anciennete : ancien, Etage : 1er etage, Ascenseur : oui, Digicode : oui, Interphone : oui, Energie : F (410), GES : C (13)"
"A proximite des Folies Bergeres, rue de Trevise, au 1er etage avec ascenseur d'un bel immeuble Haussmannien, appartement bourgeois de 90m2.Vaste sejour de 33m2 pour ce 3 pieces traversant, qui allie le charme de l'ancien au style contemporain avec des materiaux de qualite concus par un architecte.Cave.Copropriete de 27 lots-charges annuelles 2000",http://www.explorimmo.com/annonce-6434334.html,Paris 9eme,799000,Foncia Transaction Paris,Vente appartement 3 pieces 89 m2,"Nombre de pieces : 3, Surface : 89 m2 (loi carrez), Nombre de chambres : 2, Energie : NC, GES : NC"
"Metro Liege ou Place de Clichy, dans le 9eme arrondissement, au 2eme etage avec ascenseur d'un immeuble en pierre de Paris, beau 4-5 pieces de 110m2 (surface a confirmer selon loi carrez) compose d'une entree, un sejour, 3 chambres, une cuisine dinatoire, 1 salle de bain et une salle d'eau avec toilettes. Appartement a renover. 930 000 FAI.",http://www.explorimmo.com/annonce-6470658.html,"Paris 9eme,",930000,Acg De Clarens,Vente appartement 4 pieces 110 m2,"Nombre de pieces : 4, Surface : 110 m2, Nombre de chambres : 3, Nombre de salles de bain : 2, Etage : 2, Energie : NC, GES : NC"
"I@D France - Fabrice AFTIS (06 60 08 60 08) vous propose : PARIS 9eme, IDEAL INVESTISSEUR ! DANS BEL IMMEUBLE HAUSSMANNIEN, A VENDRE STUDIO MEUBLE LOUE AU PIED DU METRO LIEGE. LE LOYER PERCU DEPUIS 2011 EST DE cinq cent quatre-vingt-dix euros MENSUEL CHARGES COMPRISE. LOCATAIRE ETUDIANTE TRES SERIEUSE EN PLACE DEPUIS JUIN 2013.Surface : 14,5 m2 environ au sol (10 m2 environ Carrez), 5eme et dernier etage par escalier, acces securise et interphone. Le studio se compose de deux pieces (anciennes",http://www.explorimmo.com/annonce-6472190.html,Paris 9eme,134000,I@d France,Vente studio 15 m2,"Nombre de pieces : 1, Surface : 15 m2, Nombre de chambres : 1, Type de chauffage : Chauffage electrique, Etage : 5, Exposition : Non precise, Digicode : oui, Interphone : oui, Energie : G (650), GES : E (40)"
"A proximite immediate de la Gare St. Lazare, rue de Budapest. Au 1er etage avec ascenseur d'un immeuble securise et bien entretenu, studio avec une belle hauteur sous plafond comprenant une piece principale avec un espace en mezzanine, une cuisine ouverte, salle de bains avec wc. Poutres apparentes, chauffage collectif",http://www.explorimmo.com/annonce-30910702-1.html,"Paris 9eme,",149000,Lamirand Et Associes,Vente studio 16 m2,"Nombre de pieces : 1, Surface : 16 m2, Nombre de chambres : 1, Type de chauffage : Chauffage central, Statut : libre, Anciennete : recent, Etage : 1er etage, Ascenseur : oui, Cuisine equipee : oui, Interphone : oui, Energie : G (490), GES : F (60)"
"PARIS 9 / 8 EME - AMSTERDAM / CLICHY: 6 PIECES + BALCONHaussmannien fin 19 eme de standing au 5 eme etage avec ascenseur; entree ouvrant sur vaste reception de 58 m2 avec vue degagee sur le Sacre Coeur, grande cuisine amenagee dinatoire, 4 chambres, salle de bains, salle d'eau,2 toilettes et 1 debarras.BON PLAN - PARQUET - MOULURES SOUS FAUX PLAFOND - PAS DE VIS A VIS - SOLEIL - TRANSPORTS ET COMMERCESPrix: 1.195.000 Euros",http://www.explorimmo.com/annonce-6518458.html,Paris 9eme,1195000,Paris Neuilly - Dames,Vente appartement 6 pieces 156 m2,"Nombre de pieces : 6, Surface : 156 m2, Nombre de chambres : 4, Type de chauffage : Gaz, Etage : 5, Ascenseur : oui, Balcon : oui, Cave : oui, Interphone : oui, Energie : D (153), GES : D (35)"
"PROXIMITE METRO BLANCHE:DANS IMMEUBLE RENOVE, AU 4e ETAGE AVEC ASCENSEUR, APPARTEMENT DE 3 PIECES ENTIEREMENT REFAIT A NEUF AVEC DE BELLES PRESTATIONS, SE COMPOSANT D'UN VASTE SEJOUR ENVIRON 40 m2 AVEC VUE TRES DEGAGEE SANS VIS A VIS, 2 CHAMBRES AVEC PLACARDS, SALLE DE BAINS, WC SEPARES, LE TOUT DECORE AVEC GOUT. PLAN PARFAIT, SANS PERTE DE PLACE. UNE VISITE S'IMPOSE.",http://www.explorimmo.com/annonce-6528650.html,"Paris 9eme,",650000,Groupe Babylone,Vente appartement 3 pieces 69 m2,"Nombre de pieces : 3, Surface : 69 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Etage : 4, Ascenseur : oui, Digicode : oui, Salle de bain : oui, Energie : NC, GES : NC"
"I@D France - Franck HEURTEMATTE (06 24 57 01 21) vous propose : Quartier tres recherche du 9 eme arrondissement .Ideal pour restauration rapide ou a emporter .Tres bien entretenu .Ouvert du Lundi au Vendredi midi .Peut etre developpe le soir et en livraison.N'hesitez pas a me contacter Le bien associe a cette annonce est non soumis au DPE. La presente annonce immobiliere a ete redigee sous la responsabilite editoriale de M. Franck HEURTEMATTE (ID 5657), Agent Commercial mandataire en immobilier",http://www.explorimmo.com/annonce-6533060.html,Paris 9eme,197000,I@d France,Vente divers 45 m2,"Nombre de pieces : Non precise, Surface : 45 m2, Exposition : Non precise, Energie : NC, GES : NC"
"Dans une bonne copropriete, au calme , sur cour, au dernier etage, avec ascenseur jusqu'au 6eme, appartement atypique de 85 m2 au sol comprenant un tres grand sejour avec une tres grande hauteur sous plafond; cuisine US equipee, une chambre, salle d'eau avec une douche a l'italienne, wc. En mezzanine une 2eme chambre. Beaucoup de charme",http://www.explorimmo.com/annonce-32722231-1.html,"Paris 9eme,",825000,Lamirand Et Associes,Vente appartement 3 pieces 85 m2,"Nombre de pieces : 3, Surface : 85 m2, Nombre de chambres : 2, Type de chauffage : gaz, Statut : libre, Anciennete : recent, Etage : 7eme etage, Ascenseur : oui, Cuisine equipee : oui, Energie : F (350), GES : F (70)"
"RER Auber, Metro Havre-Caumartin ou Opera, dans un immeuble haussmannien de standing, a louer au 4eme etage avec ascenseur des bureaux de 138m2, comprenant : ue grande entree/accueil desservant trois bureaux et un open space eclaire par trois fenetres, sanitaires H/F et espace cuisine. Parties communes de grand standing, parquet, moulures, cheminees. Bail 3-6-9. Disponible de suite. Prestations : Baie de brassage;Cablage informatique;Moquette;Moulures;Gardiennage",http://www.explorimmo.com/annonce-6559170.html,Paris 9eme,Prix NC,Consult'im,Vente divers 5 pieces 138 m2,"Nombre de pieces : 5, Surface : 138 m2, Nombre de chambres : 4, Exposition : Non precise, Energie : NC, GES : NC"
"SAINT GEORGES/MARTYRSDans bel ancien, au 5eme et dernier etage avec asc, vaste 2 pieces en duplex, comprenant une entree, une cuisine equipee, un salon, une salle d'eau, une chambre avec verriere et un bureau.Vue degagee - Balcon - 3,80m d'hauteur sous plafondExcellent etat01.42.85.05.06/06.07.02.94.70",http://www.explorimmo.com/annonce-6555604.html,Paris 9eme,500000,Agence Zenatti Immobilier,Vente appartement 2 pieces 57 m2,"Nombre de pieces : 2, Surface : 57 m2, Nombre de chambres : 1, Etage : 5, Ascenseur : oui, Balcon : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : NC, GES : NC"
"Proche de la cite de Trevise, au 2eme etage d'un immeuble du 19eme siecle bien entretenu, traversant sur 2 cours, elegant appartement de 4 pieces de 90 m2 integralement renove. Beaux volumes : 3,30 m de hauteur sous plafond. Bon plan et belles proportions des pieces. Parquet, moulures, cheminee. Charme. Entree, cuisine dinatoire, amenagee et equipee. Salon et salle a manger. 2 chambres avec dressing. 3eme chambre possible. Salle de douche. Wc independants. Parfaitement au calme. Cave. Gardien. Metro",http://www.explorimmo.com/annonce-6592060.html,"Paris 9eme,",890000,Maisons Parisiennes,Vente appartement 4 pieces 90 m2,"Nombre de pieces : 4, Surface : 90 m2 (loi carrez), Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Gaz, Cave : oui, Cheminee : oui, Interphone : oui, Energie : D (206), GES : E (48)"
"Paris 9eme: PLACE GUSTAVE TOUDOUZEDans secteur recherche, au 4eme etage, vaste 2 pieces de 47m2 comprenant une entree, un sejour avec vue degagee, cuisine separee (possibilite americaine), une chambre, une salle de bains avec wc separes. Exposition Ouest - Calme01.42.85.05.06 pierre zenatti 0607029470",http://www.explorimmo.com/annonce-6557400.html,Paris 9eme,410000,Agence Zenatti Immobilier,Vente appartement 2 pieces 47 m2,"Nombre de pieces : 2, Surface : 47 m2, Nombre de chambres : 1, Etage : 4, Salle d'eau : oui, Energie : NC, GES : NC"
"Idealement place, dans un immeuble d'angle au pied du metro Saint Lazare, 5eme etage avec ascenseur, des locaux professionnels tres lumineux se composant d'un accueil desservant 2 bureaux sur rue, une cuisine, une salle de bain et un WC. Les bureaux sont de bon standing avec moulure, cheminee et balcon filant. Baie de brassage, interphone, double vitrage. Disponible au 1er novembre. Prestations : Baie de brassage;Double vitrage;Balcon filant;Cuisine;Digicode;Interphone;Cheminees;Cablage informatique",http://www.explorimmo.com/annonce-6626980.html,Paris 9eme,Prix NC,Consult'im,Vente divers 52 m2,"Nombre de pieces : Non precise, Surface : 52 m2, Exposition : Non precise, Energie : NC, GES : NC"
"Rue de Bellefond, emplacement de parking au 3eme etage. Pour petite voiture. Gardiennage jour et nuit. Libre.",http://www.explorimmo.com/annonce-6650902.html,"Paris 9eme,",22000,Beucher Immobilier,Vente parking 7 m2,"Surface : 7 m2, Energie : NC, GES : NC"
"Tres beau loft amenage dans un style contemporain de 53,60m2 (43m2 Carrez). Ce bien tout en longueur a fait l'objet d'un amenagement interieur de qualite avec de beaux materiaux. La cuisine ouverte avec comptoir donne sur l'espace de vie ou se cotoient le coin salle a manger et le salon, ainsi qu'un sanitaire separe. Au fond de ce loft, une jolie salle d'eau judicieusement agencee et un escalier menant vers la chambre en mezzanine sous une verriere entierement renovee. Ce bien beneficie egalement",http://www.explorimmo.com/annonce-4812386.html,Paris 9eme,450000,Espaces Atypiques,Vente appartement 2 pieces 53 m2,"Nombre de pieces : 2, Surface : 53 m2, Nombre de chambres : 1, Salle d'eau : oui, Energie : D (173), GES : D (32)"
"Paris 9eme, dans le quartier de la Nouvelle Athene, local commercial occupe sur deux niveaux, surface au sol de 72 m2 et de 46m2 Carrez. Bail du 1er juillet 2011, loyer de 2 490 euros par mois hors charges + 150 euros de charges par mois. Bon placement sans risque, bon emplacement : a voir !",http://www.explorimmo.com/annonce-5008150.html,Paris 9eme,400000,Immopolis Immobilier,Vente divers 3 pieces 46 m2,"Nombre de pieces : 3, Surface : 46 m2, Nombre de chambres : 2, Energie : NC, GES : NC"
"I@D France - Hector GALLOULA (06 68 11 72 34) vous propose : 9eme Blanche- Moncey, dans un tres bel immeuble du debut du siecle, avec 3m de hauteur sous plafond, au 1er etage, appartement de 243m2 environ compose d une galerie d entree, salon, salle a manger,5 chambres, 2 salles de bains, 1 salle d eau, 2 WC, cuisine, buanderie, dressing, reserve.Avec parquet, moulures, cheminees.Cave au sous-sol.Profession liberale possible.La presente annonce immobiliere vise 1 lot principal situe dans une copropriete",http://www.explorimmo.com/annonce-6270334.html,Paris 9eme,1550000,I@d France,Vente appartement 7 pieces 243 m2,"Nombre de pieces : 7, Surface : 243 m2, Nombre de chambres : 5, Etage : 1, Exposition : Non precise, Ascenseur : oui, Cave : oui, Digicode : oui, Interphone : oui, Energie : E (243), GES : E (48)"
"PARIS 9eme. CADET. Au coeur du 9eme arrondissement, vous serez seduit par cet appartement, comme une maison, en triplex. Vaste sejour avec cuisine dinatoire de plein pied, 2 grandes chambres et une salle de bains au 1er niveau, u bureau et une tres grande suite parentale au sous-sol avec salle de bains luxuriante et dressing de 8m2 environ. refait avec gout, venez visitez ce bien atypique. Une visite s'impose!",http://www.explorimmo.com/annonce-6658440.html,"Paris 9eme,",940000,Connexion Trudaine,Vente appartement 5 pieces 106 m2,"Nombre de pieces : 5, Surface : 106 m2, Nombre de chambres : 3, Energie : D (216), GES : B (7)"
"A proximite immediate du metro Cadet (ligne 7), dans un immeuble sur cour, surface de bureaux a raffraichir au 3eme etage composee d'une entree accueil, d'un open space, de deux bureaux, d'une salle de reunion, d'un espace reprographie/archives. Sanitaire et coin cuisine. Cablage informatique. Disponible immediatement. Prestations : Cablage informatique;Interphone;Parquet",http://www.explorimmo.com/annonce-6686824.html,Paris 9eme,Prix NC,Consult'im,Vente divers 3 pieces 68 m2,"Nombre de pieces : 3, Surface : 68 m2, Nombre de chambres : 2, Exposition : Non precise, Energie : NC, GES : NC"
"Paris IX- Maubeuge. Au 2eme etage avec ascenseur dans un immeuble Haussmannien, tres bel appartement de 238m2 + 38m2, recemment repeint. Cet appartement familial et de reception se compose d'une galerie d'entree, 2 salons et salle a manger de 82m2 s'ouvrant sur un balcon, cuisine dinatoire, 4 chambres possible 5, salle de bains, 2 salles de douche, dressing, vestiaires. A cet ensemble s'ajoutent, au 6eme etage de la meme copropriete, 3 studios dont 2 reunis pour une surface d'environ 38m2, 2 caves",http://www.explorimmo.com/annonce-6687268.html,Paris 9eme,2139000,Optimhome,Vente appartement 8 pieces 238 m2,"Nombre de pieces : 8, Surface : 238 m2, Nombre de chambres : 4, Nombre de salles de bain : 1, Type de chauffage : Gaz, Etage : 2, Exposition : Non precise, Ascenseur : oui, Balcon : oui, Interphone : oui, Parking : oui, Salle d'eau : oui, Salle de bain : oui, Energie : D (183), GES : E (43)"
"Dans une voie privee Square de Maubeuge, appartement d'exception de 234 m2 situe au 2eme etage avec balcons, se composant d'1 entree, triple reception 100 m2 avec balcons, 3-4 chambres avec dressing, salle de bains baignoire, salle d'eau, 2 wc, cuisine independante amenagee. Place de parking au pied de l'immeuble. Parquet, moulures et cheminees dans toutes les pieces, hauteur sous plafond 4 metres. Trois studios loues au 6eme etage (40 m2 environ) avec un rapport locatif de 13.584 / an hors charges.",http://www.explorimmo.com/annonce-30871156-1.html,"Paris 9eme,",2200000,Lamirand Et Associes,Vente appartement 7 pieces 234 m2,"Nombre de pieces : 7, Surface : 234 m2, Nombre de chambres : 3, Type de chauffage : gaz, Statut : libre, Anciennete : recent, Etage : 2eme etage, Ascenseur : oui, Balcon : oui, Cave : oui, Digicode : oui, Interphone : oui, Parking : oui, Energie : D (183), GES : E (43)"
"ROCHECHOUART, MARTYRS - IMMEUBLE PIERRE DE TAILLE 1900 - Au calme sur cour arboree, LOFT D'HABITATION (89 m2 env) traversant, offre en rez-de-cour un sejour (45 m2 env) sur cuisine ouverte equipee, au sous-sol, 2 chambres dont une suite parentale avec salle de bains et dressing. Une salle d'eau, une buanderie, des wc separes, une cave et de nombreux rangements completent l'ensemble. Copropriete de 50 lots. Charges previsionnelles 1800 . Honoraires agence 3,4 %. CONTACT DIRECT : 06 52 87 89 49.",http://www.explorimmo.com/annonce-6250830.html,Paris 9eme,695000,Rez-de-chaussee.com,Vente loft 3 pieces 89 m2,"Nombre de pieces : 3, Surface : 89 m2, Nombre de chambres : 2, Cave : oui, Energie : D (186), GES : B (9)"
"CADET. LOCAL MIXTE (105,83m2 LC) en TRIPLEX. Il se compose en rez de chaussee d'une vaste piece de vie avec vitrine sur rue et cuisine dinatoire. A l'etage, 2 chambres (3eme possible), salle de bain et wc. En souplex, belle CAVE VOUTEE avec salle de bain, douche et wc, acces direct a 2 autres caves. Autorisation PROFESSION LIBERALE. Quote part charges annuelles 2400 . Honoraires ttc charge acquereur : 3,74%. CONTACT DIRECT : 06 83 44 04 11.",http://www.explorimmo.com/annonce-5632674.html,Paris 9eme,935000,Rez-de-chaussee.com,Vente divers 5 pieces 180 m2,"Nombre de pieces : 5, Surface : 180 m2, Nombre de chambres : 2, Cave : oui, Energie : D (216), GES : B (7)"
"Metro Saint Georges/ Rue Manuel: Venez decouvrir dans cette piece de 7,6 m2 situee au 6eme etage avec ascenseur, ideal pied a terre ou petit bureau (WC sur le palier), travaux de renovation a prevoir. Une cave de 3m2 complete ce bien.",http://www.explorimmo.com/annonce-5541192.html,Paris 9eme,60000,Aristimmo,"Vente studio 7,4 m2","Nombre de pieces : 1, Surface : 7,4 m2, Exposition : Non precise, Energie : NC, GES : NC"
"Dans un bel immeuble ancien 1880 donnant sur cour arboree ravalee, au 2eme etage avec ascenseur, beau 2 pieces d'une surface de 32 m2 comprenant: un sejour, une cuisine, une chambre de 11 m2, une salle de bains avec WC - hauteur sous plafond 3,20m. Calme - gardiens - digicode - metro grands boulevards toiture refaite - coffrage gaz- ascenseur aux normes -aucun travaux de copro a prevoir urgent a voir rapidement - ideal pied a terre / investissement ou 1ere acquisition.. Copropriete de 34 lots Charges",http://www.explorimmo.com/annonce-6691586.html,Paris 9eme,320000,Abh Partners,Vente appartement 2 pieces 32 m2,"Nombre de pieces : 2, Surface : 32 m2, Nombre de chambres : 1, Ascenseur : oui, Energie : C (91), GES : NC"
"Angle Rue Blanche/ rue Moncey Dans un bel immeuble Hausmannien, avec ascenseur, venez decouvrir au 1er etage expose plein Est, cet appartement de 238 m2 Loi Carrez ( 243m2 au sol) compose de 7 Pieces. Traversant et disposant d'une hauteur sous plafond de pres de 3 m, avec moulures et fresques.Plus de 100 m2 de piece de reception, avec ses deux entrees, vous profiterez a votre guise de ses innombrables possibilites de reamenagement. Possibilite profession liberale.. Produit rare sur le secteur !",http://www.explorimmo.com/annonce-3490844.html,Paris 9eme,1550000,Aristimmo,Vente appartement 7 pieces 238 m2,"Nombre de pieces : 7, Surface : 238 m2, Nombre de chambres : 6, Nombre de salles de bain : 1, Type de chauffage : Gaz, Etage : 1, Exposition : Non precise, Ascenseur : oui, Balcon : oui, Cave : oui, Interphone : oui, Salle d'eau : oui, Salle de bain : oui, Energie : E (243), GES : E (48)"
"3%. COM HAUSSMANN - GALERIES LAFAYETTE - HAUSSMANN - GALERIES LAFAYETTE - une grande place au parking securise des Galeries Lafayette -dimensions longues - 6 eme sous-sol - acces par badge magnetique -ascenseur- gardiens H24. frais de mutation reduits a 5% de l'acquisition ( plus 420 euros de frais de dossier).. Ce bien vous est presente par l'agence K@P Invest, partenaire du reseau 3%.COM.",http://www.explorimmo.com/annonce-2509894.html,Paris 9eme,25000,3%.com - Roussillon David,Vente parking,"Surface : NC, Energie : NC, GES : NC"
"75009 Paris - Metro Cadet - Appartement 4 pieces 71m2. Exclusivite!! Rue Saulnier, au 1er etage d'un bel immeuble ancien, avec asenseur a venir (vote), appartement traversant (est/ouest) et classique (charme de l'ancien) avec travaux. Compose d'une entree, salon, salle a manger, cuisine separee, 2 chambres, salle de bains, WC separe et cave. Lumineux et calme. Beau potentiel, a visiter...",http://www.explorimmo.com/annonce-5832604.html,"Paris 9eme,",595000,Connexion Trudaine,"Vente appartement 4 pieces 70,64 m2","Nombre de pieces : 4, Surface : 70,64 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Etage : 1, Cave : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Paris 9eme: Proche MartyrsDans immeuble ancien, veritable duplex de 45m2 au sol en 3eme et 4 eme etage avec ascenseur, comprenant une entree, un sejour, une cuisine equipee, une chambre, une salle de bains, un dressing et deux wc.Expose Est sur jardin et cite privee. 01.42.85.05.06 /06.07.02.94.70",http://www.explorimmo.com/annonce-6710700.html,Paris 9eme,450000,Agence Zenatti Immobilier,Vente appartement 2 pieces 45 m2,"Nombre de pieces : 2, Surface : 45 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Etage : 4, Ascenseur : oui, Cave : oui, Digicode : oui, Interphone : oui, Salle de bain : oui, Energie : NC, GES : NC"
